hr_name|hr_bookID
Kate DiCamillo/Timothy Basil Ering|37190
Kate DiCamillo/Chris Van Dusen|37191
Kate DiCamillo/Chris Van Dusen|37195
George Eliot|37205
Stephen  Mansfield|37211
Lloyd P. Gerson|37231
David Lubar|37238
David Lubar|37240
David Lubar|37241
Craig Thompson|37261
Craig Thompson|37262
Craig Thompson|37264
Craig Thompson|37266
Bernard Taper|37272
Mary S. Lovell|37277
Beryl Markham/Mary S. Lovell|37282
John Sandford|37297
Bernard Cornwell|37299
John Sandford|37300
John Sandford|37301
John Sandford|37302
John Sandford|37304
Gwynne Forster/Donna Hill/Parry A. Brown|37305
Jean Baudrillard/Emily Agar|37326
Jean Baudrillard/Chris     Turner/George Ritzer|37328
Jean Baudrillard/Julia Witwer|37329
Salman Rushdie/Miguel Sáenz|37330
Shayla Black|37338
Stephanie Laurens|37339
L.A. Banks|37340
Lora Leigh|37341
Rona Sharon|37343
Kingdome 19|37345
Melissa Kantor|37347
Gregory Maguire/Elaine Clayton|37349
Gregory Maguire|37350
Gregory Maguire/Dirk Zimmer|37356
Gregory Maguire/Elaine Clayton|37360
Gregory Maguire/Mechtild Sandberg-Ciletti|37363
Nancy Tillman|37377
Milan Trenc|37379
Carson McCullers|37380
Carson McCullers/Kasia Boddy|37381
Muriel Spark|37387
Muriel Spark|37388
F. Scott Fitzgerald/Arnold Gingrich|37390
Thomas Hardy/Patricia Ingham|37395
Toni Morrison|37405
Toni Morrison/Slade Morrison|37408
Zora Neale Hurston|37415
J. Scott Duvall/J. Daniel Hays|37417
Ernest Hemingway|37420
Alice Wong/Lena Tabori|37424
Tom Perrotta|37426
Robb Forman Dew|37434
Sue Monk Kidd|37435
Will Ferguson|37438
Ray Bradbury/Ian  Miller|37444
Cecily von Ziegesar|37451
Jasmine C.M. Luk/Angel M.Y. Lin|37467
Jon Ronson|37471
Will Ferguson|37476
Will Ferguson|37477
Sinclair B. Ferguson|37481
Robb Forman Dew|37491
Steven Nadler|37516
David A. Nadler/Robert B. Shaw/Marc S. Gerstein|37525
William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill|37526
Georges Bataille/Mary Dalwood|37530
Detlev J.K. Peukert/Richard Deveson|37534
Ruth Rendell|37536
Reginald Hill|37538
Geraldine Pinch|37539
Claudia Bishop|37540
Jane Austen|37546
Emma Holly|37552
Jane Austen/Claire Lamont/James Kinsley|37553
Jane Austen/Claire Lamont/Ros Ballaster|37554
Jane Austen/Laura Engel|37558
Jane Austen/Laura Engel|37560
SparkNotes/Ken Kesey|37561
Ronald Takaki|37564
Elan Golomb|37566
Woody Hochswender/Greg Martin/Ted Morino|37569
Barbara W. Tuchman|37572
Agatha Christie/Rosemary Leach|37573
Julian Barnes|37585
Eoin Colfer|37587
Eoin Colfer|37592
Eoin Colfer|37594
Eoin Colfer/Ana Alcaina|37595
Eoin Colfer|37598
Geoffrey Batchen|37603
Mitali Perkins|37612
Wilbur Smith|37619
Evan Thomas|37623
Anne Morrow Lindbergh|37624
Carl Plasa|37625
Good Housekeeping/Zoe Coulson|37630
Frances Burney/Edward A. Bloom|37638
Frances Oliver|37646
Suzanne Farrell/Toni Bentley|37651
Cynthia Rylant/Preston McDaniels|37656
Katherine Hall Page|37657
David E. Kaiser|37660
Ernest Hemingway|37670
Jack London/Wendell Minor|37673
Jack London/Gary Paulsen|37674
Jack London/Roger Dressler|37675
Jack London/Alex Kershaw|37678
Ray Bradbury/Alfredo Crespo|37683
Hiawyn Oram/C.S. Lewis/Tudor Humphries|37684
C.S. Lewis/Pauline Baynes|37685
C.S. Lewis/Pauline Baynes|37690
Rebecca York|37693
Rebecca J. Donatelle|37694
Brian Johnston/George Eliot/CliffsNotes|37698
Lewis Carroll/Richard  Kelly|37700
L.M. Montgomery|37707
Charles Dickens/Clement C. Moore/Arthur Rackham|37716
Raymond T. McNally/Radu Florescu|37722
E.B. White/Garth Williams/Peter F. Neumeyer|37726
Judy Blume|37731
Judy Blume|37734
Judy Blume|37736
Judy Blume|37737
Judy Blume|37741
Judy Blume|37743
Judy Blume|37744
Jennifer O'Connell/Meg Cabot/Megan McCafferty/Melissa Senate/Diana Peterfreund/Stephanie Lessing/Laura Ruby/Erica Orloff/Stacey Ballis/Julie Kenner/Kristin Harmel/Jennifer Coburn/Elise Juska/Kyra Davis/Beth Kendrick/Berta Platas/Lynda Curnyn/Kayla Perrin/Cara Lockwood/Alison Pace/Megan Crane/Lara Deloza/Laura Caldwell/Shanna Swendson|37750
Judy Blume|37751
Margaret Sanborn|37766
Chinua Achebe|37772
Chinua Achebe|37773
Chinua Achebe|37774
Daria Snadowsky|37780
Kate Braverman/Rick Moody|37785
Johann Wolfgang von Goethe/R. Paulin|37790
Homer/George Herbert Palmer|37804
Gaius Julius Caesar/James H. Ford/W.A. McDevitte|37807
Gaius Julius Caesar/F.P. Long/Cheryl Walker|37808
Michael Parenti|37811
Mark Twain/Bernard DeVoto/Henry Nash Smith|37813
Mark Twain|37815
John Piper|37817
Arundhati Roy|37819
Dai Sijie|37824
James C. Humes/Richard M. Nixon|37826
John Keegan|37828
Robin Lane  Fox/Vita Sackville-West/Freda Titford/Ken Kirkwood|37837
Marilyn Manson/Neil Strauss|37847
Gavin Baddeley|37848
Kurt Reighley|37852
Richard D. Nelson|37854
Charles Taylor|37857
Charles Taylor|37858
Charles Taylor|37860
Charles Taylor/Amy Gutmann/Michael Walzer/Susan R. Wolf/Shierry Weber Nicholsen/Kwame Anthony Appiah/Jürgen Habermas/Steven C. Rockefeller|37861
Ruth  Abbey|37863
George Sullivan|37869
Guy Kawasaki|37875
Walter Foster Creative Team|37877
Peter Elkind|37892
George R.R. Martin/Victor Milán|37900
Georgina Grey|37902
Cheryl Carlson|37905
Gordon Korman|37909
Gordon Korman/Holter Graham|37911
Ed McBain|37947
Ed McBain/Mark T. Sullivan|37951
Ed McBain/Otto Penzler|37952
Ed McBain|37954
Anonymous/Max McLean|37976
Efraim Turban/Dorothy Leidner/James C. Wetherbe/Ephraim McLean/Christy Cheung/Daniel Tse/Maggie Lew|37979
Brian D. McLaren/Steve Chalke|37986
Jill Nelson/Robin D.G. Kelley/Richard Austin/Flores Alexander Forbes/Ron Daniels/Frank Moss/Derrick A. Bell/Claude Andrew Clegg III/Katheryn K. Russell/Patricia J. Williams/Stanley Crouch/Ishmael Reed/Arthur Doye|37996
Jill Elizabeth Nelson|37998
Quincy Jones|38004
Fred Goodman|38012
Howard E. Covington Jr.|38017
Fredric Dannen/Erroll McDonald|38019
Mary Kay Andrews|38030
Ryōtarō Shiba/Juliet Winters Carpenter|38042
James Clavell|38044
Donald Goines|38049
Donald Goines|38056
Zora Neale Hurston|38066
Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke|38068
Robert E. Hemenway/Alice Walker|38069
Henry Louis Gates Jr./Kwame Anthony Appiah|38070
Sang-Sun Park|38075
Christopher Pinney/Nicholas Peterson|38083
Christopher Pinney|38085
Richard A. Posner|38093
Gerald Posner|38107
Richard A. Posner|38123
Richard A. Posner|38128
Sally Potter/Virginia Woolf|38150
Ludovico Ariosto/Barbara Reynolds|38153
Ludovico Ariosto/Guido Waldman|38154
Orlando Figes|38155
Pat Frank|38169
Arthur Agatston|38175
Nevil Shute|38180
T.H. White|38198
Dalai Lama XIV/Howard C. Cutler|38210
Dalai Lama XIV/Howard C. Cutler|38211
Chris Prentiss|38212
Sharon Salzberg/Jon Kabat-Zinn|38215
Benjamin James Sadock/Virginia Alcott Sadock|38228
Ben R. Kaplan|38230
Kate Hemphill/Zoë Ross/Louise Bostock Lang|38238
Let's Go Inc.|38242
Roff Smith|38244
Daniel Defoe/Mark Schorer/Georgina Sutton|38262
Daniel Defoe/Virginia Woolf|38264
James Fenimore Cooper/Blake Nevius|38288
James Fenimore Cooper|38296
Norman Maclean/Barry Moser|38300
Richard Seymour Hall|38302
Stewart Brand|38311
Stewart Brand|38313
Nassim Nicholas Taleb|38315
Charles Burns|38330
Charles Burns|38331
Charles Burns|38333
Charles Burns|38336
Charles Burns|38337
Noam Chomsky/Greg Ruggiero/Marili Margomenou/Miguel Mora/Natalie Levisalles/Il Manifesto/Hartford Courant/David Barsamian/Radio B92/Elise Fried/Peter Kreysler/Gionarle del Popolo/Michael Albert|38338
Noam Chomsky/David Barsamian|38339
Noam Chomsky/David W. Lightfoot|38340
Noam Chomsky/Greg Ruggiero|38341
Noam Chomsky/David Barsamian/Arthur Naiman|38344
Edward Gorey|38346
Yuki Shimizu/志水 ゆき|38376
Kōji Suzuki/Robert B. Rohmer/Glynne Walley|38379
Kōji Suzuki/Sakura Mizuki|38385
Michio Kaku|38398
Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin|38399
Michio Kaku/Daniel Axelrod|38400
Max Barry|38401
Simon Singh|38412
Peter Tallack/Simon Singh|38414
Raina Telgemeier/Ann M. Martin|38424
Robert Benedetti|38426
Robert Benedetti|38429
Lilian Jackson Braun|38436
James Baldwin|38457
James Baldwin|38458
James Baldwin|38461
James Baldwin|38463
Zora Neale Hurston|38465
Valerie Boyd|38466
James Baldwin|38469
James Baldwin|38471
James Baldwin|38473
Zora Neale Hurston/Carla Kaplan/John Edgar Wideman|38476
Charles Bukowski|38496
Charles Bukowski|38500
Charles Bukowski|38501
Charles Bukowski|38503
Charles Bukowski|38504
John Grisham|38510
Francine Pascal/Kate William|38511
Francine Pascal/Kate William|38513
Francine Pascal/Kate William|38514
Francine Pascal/Kate William|38515
Francine Pascal/Kate William|38517
Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson|38522
Arthur Plotnik|38524
Amy Krouse Rosenthal/Jane Dyer|38528
Lynsay Sands|38529
Francine Pascal/Kate William|38530
Francine Pascal/Kate William|38531
Francine Pascal/Kate William|38532
Francine Pascal/Kate William|38533
Francine Pascal/Kate William|38536
Francine Pascal/Kate William|38538
Francine Pascal|38539
Alexandra Siy/Dennis Kunkel|38547
Lynsay Sands|38548
Nigella Lawson/Francesca Yorke|38549
John Tosh/Sean Lang|38551
L.A. Banks/J.M. Jeffries/Seressie Glass/Natalie Dunbar|38560
Lynsay Sands|38562
Mari Mancusi|38564
Lynsay Sands|38568
Howard Chaykin/David Tischman/David Hahn|38570
Nancy Verde Barr|38572
Nikki Stafford|38583
Govind Armstrong/Lisa Romerein/Tyler Florence|38585
Richard Platt|38592
Francine Pascal|38593
Francine Pascal/Kate William|38597
Francine Pascal/Kate William|38601
John Mason|38609
Ilona Andrews|38619
Frances Hodgson Burnett/Graham Rust|38633
Frances Hodgson Burnett/Scott McKowen|38638
Brian Doherty/Frances Hodgson Burnett/Thea Kliros|38640
Frances Hodgson Burnett/Scott McKowen|38643
Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober|38647
Marion Crawford/Jennie Bond|38648
William   Anderson/Leslie A.  Kelly|38650
C.S. Lewis/Michael Hauge|38656
Juan Rulfo|38664
Juan Rulfo|38665
Juan Rulfo|38667
Juan Rulfo|38669
Juan Rulfo|38670
J.M. Barrie/Peter Hollindale|38673
Walt Disney Company/Al Dempster|38674
J.M. Barrie/Ken Geist|38677
J.M. Barrie/Tim Curry|38678
Mark Twain|38680
Lewis Carroll/Donald J. Gray|38686
Louis Sachar|38695
David Lindsay-Abaire|38700
Louis Sachar|38707
Louis Sachar|38709
Louis Sachar|38710
Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne|38717
Betty Friedan/Anna Quindlen|38723
Daniel Horowitz|38724
James Herriot/Ruth Brown/Peter Barrett|38735
James Herriot/Victor G. Ambrus|38736
Jim Wight|38737
James Herriot|38739
April Jones Prince/Nancy Harrison/John   O'Brien|38746
Mark Twain/Henry B. Wonham|38747
Mark Twain/Charles Neider|38750
Arthur  Miller|38752
Arthur  Miller/Harold Clurman/Christopher Bigsby|38755
Arthur  Miller/Tony Kushner|38756
Arthur  Miller|38761
MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke|38769
Thomas Jefferson/Merrill D. Peterson|38773
Thomas Jefferson|38775
Juan Rulfo/Carlos Fuentes/Margo Glantz/Jorge Alberto Lozoya/Eduardo Rivero/Víctor Jiménez/E. Billeter|38786
Juan Rulfo/Margaret Sayers Peden/Susan Sontag|38787
Juan Rulfo/Kermit Oliver/George D. Schade|38788
Ann Hewetson|38803
Keith Donohue|38804
Kris Lane/Lyman L. Johnson|38826
James Shapiro|38827
Penny Jordan|38830
Carol Drinkwater|38835
Tony Horwitz|38855
Henry Jenkins|38860
Thomas X. Hammes|38874
Hailey Abbott/Melissa de la Cruz/Aimee Friedman/Nina Malkin|38892
Charles Lockwood|38898
Janice Cook Migliaccio|38905
J.E. Bright|38911
Susanna Tamaro/John T. Cullen|38913
Shayla Black/Shelley Bradley|38917
Emily Blake|38918
Julie Leto|38924
Joy King|38925
Liz Carlyle|38928
Christine Rimmer|38936
Andy Griffiths/Miles Thompson|38951
Andy Griffiths/Terry Denton|38955
Jane B. Mason/Sarah Hines Stephens|38970
Elinor M. Brent-Dyer|38977
Meg Cabot|38980
Jane B. Mason/Sarah Hines Stephens|38986
Robin Wasserman|38988
Robin Wasserman|38989
Alison Bechdel|38990
Denny Caringer/Better Homes and Gardens|38992
Ian W. Toll|39000
Nick Lane|39001
Emma McLaughlin/Nicola Kraus|39004
Charles C. Mann|39020
James Brodrick|39022
Lincoln Child|39026
Lincoln Child|39027
Douglas Preston/Lincoln Child|39028
Douglas Preston/Lincoln Child|39030
Douglas Preston/Lincoln Child|39031
Douglas Preston/Lincoln Child|39033
Gelsey Kirkland/Greg Lawrence|39034
Barbara Richard|39035
Allison Pearson|39045
Allison Pearson|39046
Courtney E. Martin|39068
Brian Tracy|39077
Tish Boyle/John Uher|39081
Tish Boyle/Timothy Moriarty|39088
Sean B. Carroll/Jamie W. Carroll/Leanne M. Olds|39093
Susan Carroll|39097
Susan Carroll|39099
Gene A. Brucker|39101
Nikki Giovanni/Virginia C. Fowler|39102
Wolfgang Amadeus Mozart/Lorenzo Da Ponte/Ellen H. Bleiler|39103
Nikki Giovanni|39105
Nikki Giovanni/Bryan Collier|39106
Alex Constantine|39124
Gale Gand/Julia Moskin/Tim Turner|39141
C.S. Harris|39149
Geneen Roth|39173
Geneen Roth|39175
John Mason|39177
John    Mason|39180
L. John Mason|39181
Charles Bukowski|39191
Beth A. Jones|39201
Ann Bausum|39213
John     Nichols|39242
John     Nichols|39245
Mervyn Peake|39266
Lisa Chaney|39286
L.A. Banks|39302
L.A. Banks|39303
L.A. Banks|39304
L.A. Banks|39305
L.A. Banks|39306
L.A. Banks|39307
L.A. Banks|39308
L.A. Banks|39309
Simon Anholt|39311
Teddy Slater/Wayne Alfano|39315
Teddy Slater/Wayne Alfano|39317
Ann Hodgman|39339
Mari Mancusi|39346
Mari Mancusi|39347
Susan Conant/Maxwell Award|39357
Susan Conant|39358
Susan Conant|39359
Jessica Conant-Park/Susan Conant|39360
Susan Conant|39361
Susan Conant|39363
Susan Conant|39365
Jerry Burton|39382
David Hewson|39392
Lynsay Sands|39396
Lynsay Sands|39397
Lynsay Sands|39398
Lynsay Sands|39399
Lynsay Sands|39400
Lynsay Sands|39401
Lynsay Sands|39402
Lynsay Sands|39403
Jim Supica/Richard Nahas|39418
Bruce Cumings|39433
Howard Chaykin|39440
Howard Chaykin/Michelle Madsen|39441
Howard Chaykin|39442
Howard Chaykin/David Tischman/J.H. Williams III/Mick Gray/Lee Loughridge|39444
Richard Platt/Chris Riddell|39470
Richard Bonson/Richard Platt|39473
Stephen Biesty/Richard Platt|39476
Lawrence Block|39501
Lawrence Block|39503
Lawrence Block|39504
Lawrence Block|39505
Lawrence Block|39506
Lawrence Block|39508
Lawrence Block|39509
Lawrence Block|39510
Jennifer Allison|39518
John Newhouse|39526
Joseph Epstein|39535
Nigella Lawson|39539
Nigella Lawson/Petrina Tinslay|39541
Nigella Lawson|39542
Nigella Lawson|39543
Rick Decker/Stuart Hirshfield|39571
James E. Campbell|39580
James Campbell/Eric John/Patrick Wormald|39582
James   Campbell|39585
Ronda Thompson|39622
Ronda Thompson|39623
Ronda Thompson|39624
Ronda Thompson|39625
Francine Pascal|39632
Francine Pascal|39633
Francine Pascal|39636
Francine Pascal|39637
Francine Pascal|39638
Francine Pascal|39639
Francine Pascal|39640
Mark Kermode/Rob White|39660
Frank Darabont/Stephen King|39661
Stephen King|39662
Frank Zappa/Peter Occhiogrosso|39671
Garrison Keillor|39685
Garrison Keillor/Charles Bukowski/Robert Burns/Hayden Carruth/Raymond Carver/Billy Collins/Noël Coward/Carl Dennis/E.E. Cummings/Emily Dickinson/Stephen Dobyns/Fleur Adcock/John Donne/Rita Dove/Stephen Dunn/Lawrence Ferlinghetti/Robert Frost/Erica Funkhouser/Donald Hall/Patricia Hampl/Thomas Hardy/Jim Harrison/W.H. Auden/Jennifer Michael Hecht/David Ignatow/John Keats/X.J. Kennedy/Jane Kenyon/Galway Kinnell/Maxine Kumin/Kate Light/Henry Wadsworth Longfellow/Louis MacNeice/Hilaire Belloc/Herman Melville/W.S. Merwin/Edna St. Vincent Millay/Howard Nemerov/Sharon Olds/Mary Oliver/Grace Paley/Lawrence Raab/Kenneth Rexroth/Wendell Berry/Carl Sandburg/John Berryman/Elizabeth Bishop/William Blake/Philip   Booth/Virginia Hamilton Adair/Liesl Mueller|39690
Garrison Keillor|39692
Henry Mintzberg|39700
Sherry Gershon Gottlieb|39707
Barbara Bottner|39724
Cynthia Chin-Lee/Youshan Tang|39733
Jeffrey Ford/Jonathan Carroll|39747
Jeffrey Ford|39748
Jeffrey Ford/Jacques Guiod|39749
Rumi/A.J. Arberry|39763
Matt Riser/Martin Hsu|39771
Charles Bukowski/John   Martin|39773
Charles Bukowski|39774
Barthe DeClements|39784
Barthe DeClements|39785
Henning Mankell/Laurie Thompson|39792
Henning Mankell/Ebba Segerberg|39793
Henning Mankell/Laurie Thompson|39795
Henning Mankell/Steven T. Murray|39796
Henning Mankell/Laurie Thompson|39797
Henning Mankell/Ebba Segerberg|39799
Henning Mankell/Laurie Thompson|39801
Devon W. Carbado/Evelyn C. White/Dwight A. McBride/Donald Weise|39806
Lee Charles Kelley|39819
Lee Charles Kelley|39820
Lee Charles Kelley|39822
Lee Charles Kelley|39823
Sheri Rose Shepherd|39829
Paramahansa Yogananda|39836
Marianne Williamson|39849
Ann M. Martin|39855
Amy Krouse Rosenthal|39872
Amy Krouse Rosenthal/Tom Lichtenheld|39876
Aldous Huxley|39889
Carol Belanger Grafton|39899
Alice Medrich/Deborah Jones|39902
Alice Medrich|39904
Alice Medrich|39905
Alice Medrich/Patricia Brabant|39906
Peter Reinhart/Ron Manville|39910
Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh|39913
David B.|39916
Naomi Wolf|39926
Thomas C. Foster|39933
Francine Prose|39934
Francine Prose|39936
Francine Prose|39937
Francine Prose|39941
Carl Hiaasen/Edward Asner|39959
Rebecca  Brown|39961
Richard Peck|39963
Lisa S.  French|39969
Richard Peck|39970
Richard Peck|39980
Roald Dahl/Quentin Blake|39988
Karen Cushman/Trina Schart Hyman|39989
David Haynes|39993
Michele K. Spike|39994
Livy/Aubrey de Sélincourt/Betty Radice|40003
Theodore Ayrault Dodge/Ian M. Cuthbertson|40004
John Maddox Roberts|40005
John Prevas|40007
Leonard Cottrell|40010
Laurence L. Brunton/John S. Lazo/Keith  L. Parker|40012
Nathaniel Hawthorne|40016
Anne Tyler|40020
Anne Tyler|40021
Arthur Conan Doyle/Francis O'Gorman|40022
Patrick Nobes/Arthur Conan Doyle/Jennifer Bassett/Tricia Hedge|40023
Caleb Carr|40024
John Irving|40030
Irving John|40031
John   Hammond/Irving Townsend|40033
Marisabina Russo|40042
Richard Russo/Jean-Luc Piningre|40048
Susan Minot|40049
Susan Minot|40051
Stephen Minot|40053
Eliza Minot|40054
Erik Larson|40067
Erik  Larson|40070
Terry  Taylor|40076
Ann M. Martin/Laura Godwin/Brian Selznick|40081
Vikram Chandra|40090
Rachel Simon|40100
Malcolm Gladwell|40102
Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton|40106
Karen Essex|40127
Leonardo da Vinci/Irma A. Richter|40128
Frank Zöllner/Johannes Nathan/Frank Zöllner|40130
Leonardo da Vinci/Martin Kemp|40132
Anthony Bourdain|40138
Anthony Bourdain|40139
D.T. Max|40143
Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak|40145
Jack Dunphy|40146
Mark Z. Danielewski|40152
Mark Z. Danielewski|40153
Mark Z. Danielewski/Christophe Claro|40155
Megan Whalen Turner|40156
Megan Whalen Turner|40157
Megan Whalen Turner|40158
Megan Whalen Turner|40159
Sharyn November/Lloyd Alexander/Emma Bull/Charles Vess/Michael Cadnum/Kara Dalkey/Nancy Farmer/Nina Kiriki Hoffman/Diana Wynne Jones/Patricia A. McKillip/Garth Nix/Meredith Ann Pierce/Delia Sherman/Sherwood Smith/Nancy Springer/Megan Whalen Turner/Elizabeth Wein/Laurel Winter|40160
Paul Cronin|40174
Arthur Herzog III|40180
Peter Mayle|40184
Peter Mayle/Gerard Auzet|40187
Peter Mayle|40189
Julie Orringer|40199
Michel Faber|40200
Stephen Crane/Jayne Anne Phillips|40208
Stephen Crane/Larzer Ziff/Theo Davis|40209
Jacqueline Carey|40214
Peter Carey|40215
Jacqueline Carey|40217
Drew Carey|40219
Jacqueline Carey|40220
Jacqueline Carey|40223
Jacqueline Carey|40226
Julian Caldecott/Lera Miles|40259
Paola Cavalieri/Peter Singer|40260
Sy Montgomery|40262
Anthony D. Pellegrini/Peter K. Smith|40264
Orson Scott Card|40271
Paul Ruditis|40273
L. Alan LeDoux|40276
Heather Jarman|40277
Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss|40281
Orson Scott Card|40284
Orson Scott Card|40286
Orson Scott Card|40287
Orson Scott Card/James Francis Cameron|40289
Orson Scott Card|40291
Orson Scott Card|40293
James K. Morrow|40295
William Beebe|40296
William Morris/Lin Carter|40297
William Morris|40299
Orson Scott Card|40303
Orson Scott Card|40304
Janet Evanovich|40312
Janet Evanovich|40314
Janet Evanovich|40318
Janet Evanovich|40326
Janet Evanovich/Charlotte Hughes|40328
Janet Evanovich|40329
Janet Evanovich|40331
Janet Evanovich/Charlotte Hughes|40335
Janet Evanovich/C.J. Critt|40338
Janet Evanovich/C.J. Critt|40339
Janet Evanovich|40342
Janet Evanovich/Charlotte Hughes|40343
Janet Evanovich|40347
Janet Evanovich|40359
Janet Evanovich/C.J. Critt|40360
Philip K. Dick|40361
Kim Stanley Robinson|40364
Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger|40372
Edgar Rice Burroughs|40376
Edgar Rice Burroughs/John Bolen|40378
Edgar Rice Burroughs/John Bolen|40379
Edgar Rice Burroughs|40384
Edgar Rice Burroughs|40385
Edgar Rice Burroughs|40386
Edgar Rice Burroughs|40387
Edgar Rice Burroughs|40388
Edgar Rice Burroughs/John Seelye|40395
Edgar Rice Burroughs|40421
Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs|40424
Edgar Rice Burroughs|40425
Mitch Albom|40436
Cara Black|40437
Diane Setterfield|40440
Richard K. Morgan|40450
Richard K. Morgan/Bill Sienkiewicz/Sean Phillips|40451
Richard K. Morgan/Bill Sienkiewicz/Goran Parlov|40452
E.L. Doctorow|40459
Barbara Cleverly|40460
Christopher Buckley|40465
Cormac McCarthy|40468
Cormac McCarthy|40470
Irving Stone|40473
Irving Stone|40478
Tess Gerritsen|40482
Pauline Réage/Sabine d'Estree|40483
Pauline Réage/John Paul Hand|40484
Laura Furman/David Guterson/Diane Johnson/Jennifer Egan|40485
Doris Kloster/Pauline Réage|40487
Arthur Bennett|40490
Nora Roberts|40491
Andy Hertzfeld/Steve Wozniak|40492
Jean M. Auel|40493
Richard Llewellyn|40496
David Donovan|40502
Karyn Monk|40504
Jack Finney|40526
Nora Roberts|40528
Nora Roberts|40530
Marcus J. Borg|40531
Marcus J. Borg|40532
Gwen Moran|40536
Luke Welling/Laura Thomson|40540
W. Jason Gilmore|40543
Janet Valade|40549
Janet Valade|40551
Charlotte Fiell/Peter Fiell|40573
Robert Brent Toplin|40582
Kelly  Carr|40597
Laurence Sterne/Robert Folkenflik|40604
Dan Brown/Eduardo García Murillo|40609
T.R. Reid|40620
Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet|40622
Eric R. Wolf|40625
John M. Merriman|40626
Walter Rodney/Vincent Harding|40630
Norman Davies|40631
Jim Carroll|40636
Jim Carroll|40640
Ed  Young|40646
Nick Tosches|40663
Nick Tosches|40664
Harold Bloom|40694
Ben Schott/Collin Deckerman|40700
John W. Schott/Jean S. Arbeiter|40706
Brad Thor|40710
Chalmers Johnson/Shara Kay|40718
Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau|40763
Carl Safina|40789
Joseph Bruchac/Jonathan London/Thomas Locker|40790
Nicola Davies/Jane Chapman|40792
Gary Snyder/Michael Corr|40795
Mitchel Resnick|40798
Alice Hoffman|40806
Richard D. Bartlett/Patricia P. Bartlett|40807
Liz Palika|40816
Paul Galdone/Joanna Galdone|40821
Russell Hoban|40833
Guy W. Jones/Sally Moomaw|40836
Basil Pao/Michael Palin|40859
C.D. Payne|40863
Jack Vance|40868
Jack Vance|40870
Jack Vance|40877
A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew|40880
Jack Vance|40884
Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance|40888
Jack Vance|40889
Jack Vance|40891
Jack Vance|40893
Jack Vance|40894
Jack Vance|40911
Jack Vance|40912
Jack Vance/Robert Silverberg|40913
Jack Vance|40914
Nicholas Johnson/Eirik Sonneland|40919
Clifford D. Simak|40922
Edmund Morris|40923
Sophocles/Theodore F. Brunner/Luci Berkowitz|40928
Edmund Morris|40929
John Gribbin|40941
Lois N. Magner/Magner|40951
Tom Kelley/Jonathan Littman/Tom Peters|40958
Alice Walker|40969
Hemant Mehta/Rob Bell|40989
Gene Wolfe|40992
Gene Wolfe|40995
Gene Wolfe|40996
Gene Wolfe|40997
Tom Wolfe|41005
Debra Cowan|41028
Nelson DeMille/Otto Penzler|41033
Better Homes and Gardens|41044
Hugh Honour|41046
James  Hawkins|41053
James  Hawkins|41054
Elizabeth Peters|41055
John Brunner|41069
John Brunner|41070
Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer|41071
Karl Barth/Emil Brunner/Peter Fraenkel|41072
John Brunner|41073
John Brunner/James John Bell/David Brin|41074
John Brunner|41081
John Brunner|41085
John Brunner|41086
John Brunner|41087
John Brunner|41088
